476,-15111.324,579.187,160.687,dno
477,-15106.054,576.783,161.803,dno
478,-15098.713,568.399,161.960,dno
479,-15107.009,566.418,161.759,dno
480,-15113.134,565.463,159.735,dno
481,-15120.805,566.237,159.467,dno
482,-15121.324,558.038,159.417,dno
483,-15111.283,558.452,159.919,dno
484,-15104.155,559.501,161.956,dno
485,-15086.980,556.275,162.480,dno
486,-15301.663,555.256,164.255,bkam
1422,-15314.997,555.689,166.224,1.480
487,-15244.870,564.717,159.697,dn
488,-15246.601,577.163,158.889,dn
489,-15254.806,592.051,159.148,dn
490,-15259.272,600.863,158.282,dn
491,-15260.219,610.055,158.829,dn
492,-15266.938,618.428,159.163,dn
493,-15254.767,624.888,159.618,dn
494,-15251.682,614.325,158.450,dn
495,-15250.676,613.790,158.351,dn
496,-15258.019,610.755,158.577,dn
497,-15249.704,603.918,158.062,dn
498,-15240.570,594.856,158.202,dn
499,-15241.133,594.405,158.215,dn
500,-15232.080,588.300,157.680,dn
501,-15225.291,580.902,158.368,dn
502,-15213.441,571.443,158.478,dn
503,-15213.485,571.633,158.399,dn
504,-15202.989,554.809,159.031,dn
505,-15190.500,551.163,159.336,dn
506,-15194.492,563.150,159.097,dn
507,-15205.308,586.943,159.370,dn
508,-15204.284,586.092,159.265,dn
509,-15197.349,576.554,159.049,dn
510,-15190.063,565.339,158.828,dn
511,-15180.278,559.083,158.578,dn
512,-15171.169,550.450,158.555,dn
513,-15157.830,551.532,159.201,dn
514,-15167.192,563.033,158.368,dn
515,-15175.037,576.433,158.903,dn
516,-15183.564,589.918,158.537,dn
517,-15190.374,603.191,158.662,dn
518,-15195.142,620.082,159.431,dn
519,-15186.052,624.760,159.159,dn
520,-15186.685,629.290,159.304,dn
521,-15178.729,618.233,159.004,dn
522,-15174.092,610.142,158.602,dn
523,-15164.986,582.568,158.863,dn
524,-15161.635,575.271,158.386,dn
525,-15159.666,572.045,158.469,dn
526,-15154.077,563.923,158.738,dn
527,-15153.012,549.592,159.624,dn
528,-15145.483,553.725,158.966,dn
529,-15144.375,553.650,159.148,dn
530,-15139.674,556.939,158.912,dn
531,-15137.497,562.633,158.473,dn
532,-15121.763,562.887,159.293,dn
533,-15122.183,565.227,159.326,dn
1522,-15315.434,555.397,166.259,1.510
534,-15136.505,551.250,159.415,dn
535,-15136.607,563.018,158.463,dn
536,-15146.003,586.646,158.512,dn
537,-15156.327,608.060,158.644,dn
538,-15159.987,618.746,158.678,dn
539,-15162.180,626.942,159.520,dn
540,-15162.252,639.788,159.562,dn
541,-15147.370,631.467,159.726,dn
542,-15144.846,615.703,158.882,dn
543,-15150.950,602.977,159.010,dn
544,-15139.218,602.577,159.052,dn
545,-15131.678,590.058,158.527,dn
546,-15126.125,572.991,159.169,dn
547,-15120.098,565.591,159.514,dn
548,-15119.853,598.751,158.581,dn
549,-15136.192,614.026,158.736,dn
550,-15138.815,632.769,159.051,dn
551,-15122.542,641.833,159.194,dn
